DATE;AGE;JOB_TYPE;STATUS;EDUCATION;HAS_DEFAULT;BALANCE;HAS_HOUSING_LOAN;HAS_PERSO_LOAN;CONTACT;DURATION_CONTACT;NB_CONTACT;NB_DAY_LAST_CONTACT;NB_CONTACT_LAST_CAMPAIGN;RESULT_LAST_CAMPAIGN;SUBSCRIPTION
2010-04-01;45;Technicien;Marié;Secondaire;No;1348;No;Yes;Portable;358;2;-1;0;;Yes
2010-04-01;60;Col bleu;Marié;Primaire;No;7929;No;No;;111;1;-1;0;;Yes
2010-04-05;47;Admin;Marié;Secondaire;No;70;Yes;No;Portable;144;4;374;2;Succes;Yes
2010-04-05;53;Col bleu;Marié;Secondaire;No;3079;No;No;Portable;759;1;-1;0;;No
2010-04-05;53;Admin;Marié;Secondaire;No;459;No;No;Portable;558;1;-1;0;;Yes
2010-04-05;54;Technicien;Célibataire;Tertiaire;No;118;No;No;Portable;280;1;-1;0;;Yes
2010-04-05;54;Technicien;Marié;Secondaire;No;2102;Yes;No;Portable;547;1;626;2;Echec;Yes
2010-04-05;34;Col bleu;Marié;Secondaire;No;800;No;No;Portable;144;1;-1;0;;Yes
2010-04-05;123;Retraité;;Tertiaire;No;15834;No;;Portable;172;3;186;1;Echec;No
2010-04-05;44;Manager;Marié;Secondaire;No;2897;No;No;Portable;296;1;180;4;Autre;No
2010-04-05;123;Etudiant;;Secondaire;No;394;No;;Portable;327;3;-1;0;;Yes
2010-04-05;24;Etudiant;Célibataire;Secondaire;No;4126;No;No;Portable;907;4;185;7;Echec;Yes
2010-04-05;49;Manager;Marié;Tertiaire;No;3842;No;No;Portable;163;1;186;3;Echec;No
2010-04-05;39;Manager;Divorcé;Tertiaire;No;224;No;No;Portable;208;1;-1;0;;Yes
2010-04-05;53;Technicien;Marié;Tertiaire;No;9001;No;No;Portable;170;1;-1;0;;Yes
2010-04-05;50;Manager;Marié;Tertiaire;No;5108;Yes;No;Portable;874;2;108;3;Succes;No
2010-04-05;34;Admin;Divorcé;Secondaire;No;961;No;No;Portable;137;2;430;2;Echec;No
2010-04-05;29;Manager;Célibataire;;No;560;No;No;Portable;459;1;307;1;Echec;Yes
2010-04-05;30;Manager;Marié;Tertiaire;No;102;Yes;No;Portable;470;7;426;3;Autre;Yes
2010-04-05;50;Col bleu;Marié;Primaire;No;82;No;No;Fixe;456;1;-1;0;;Yes
2010-04-05;30;Technicien;Célibataire;Tertiaire;No;2325;No;No;Portable;270;3;241;4;Autre;No
2010-04-06;50;Chomeur;Marié;Tertiaire;No;377;No;No;Portable;283;1;319;3;Echec;No
2010-04-06;32;Manager;Célibataire;Secondaire;No;1088;Yes;No;Portable;317;1;363;2;Succes;Yes
2010-04-06;27;Etudiant;Célibataire;Tertiaire;No;13107;Yes;No;Portable;661;1;314;2;Echec;Yes
2010-04-06;33;Indépendant;Célibataire;Tertiaire;No;562;Yes;Yes;Portable;196;1;363;1;Echec;Yes
2010-04-06;80;Retraité;Marié;Secondaire;No;8304;No;No;Fixe;681;1;118;11;Succes;No
2010-04-06;33;Manager;Célibataire;Tertiaire;No;718;Yes;No;Portable;122;1;98;2;Succes;Yes
2010-04-06;57;Retraité;Marié;;No;230;No;No;Portable;177;2;210;3;Echec;Yes
2010-04-06;58;Admin;Marié;Primaire;No;1119;No;No;Portable;122;4;341;2;Echec;No
2010-04-06;27;Technicien;Célibataire;Tertiaire;No;-67;Yes;No;Portable;604;3;236;2;Echec;Yes
2010-04-08;37;Admin;Marié;Secondaire;No;0;Yes;No;Portable;208;3;349;2;Echec;No
2010-04-08;55;Manager;Marié;Tertiaire;No;3848;Yes;No;Portable;222;2;-1;0;;Yes
2010-04-08;46;Entrepreuneur;Marié;Tertiaire;No;9;No;No;Portable;126;6;-1;0;;No
2010-04-08;78;Retraité;Divorcé;Primaire;No;1389;No;No;Portable;335;1;-1;0;;Yes
2010-04-08;43;Technicien;Divorcé;;No;4389;No;No;Portable;618;1;-1;0;;Yes
2010-04-08;34;Manager;Marié;Tertiaire;No;3696;No;No;Portable;758;2;160;5;Autre;Yes
2010-04-12;36;Manager;Célibataire;Tertiaire;No;579;No;No;;481;1;-1;0;;Yes
2010-04-12;36;Technicien;Célibataire;Secondaire;No;12264;No;No;Portable;158;2;-1;0;;Yes
2010-04-12;123;Retraité;Marié;Primaire;No;2398;No;;Portable;161;1;186;1;Echec;No
2010-04-12;31;Manager;Célibataire;Tertiaire;No;3289;No;No;Portable;235;1;314;1;Echec;No
2010-04-12;50;Technicien;Marié;Tertiaire;No;0;No;Yes;Portable;337;1;258;6;Echec;No
2010-04-12;29;Technicien;Célibataire;Tertiaire;No;218;Yes;No;Portable;169;1;-1;0;;No
2010-04-12;73;Retraité;Divorcé;Secondaire;No;7111;Yes;No;Portable;284;1;182;1;Succes;No
2010-04-12;33;Indépendant;Célibataire;Tertiaire;No;658;Yes;No;Portable;93;1;173;2;Succes;No
2010-04-12;26;Manager;Célibataire;Tertiaire;No;1646;No;No;Portable;524;4;206;5;Succes;Yes
2010-04-12;29;Manager;Célibataire;Tertiaire;No;502;No;No;Portable;366;2;199;3;Autre;No
2010-04-12;27;Admin;Célibataire;Secondaire;No;1327;No;No;Portable;339;1;241;9;Autre;No
2010-04-12;51;Entrepreuneur;Divorcé;Tertiaire;No;2109;No;No;Portable;119;1;181;2;Succes;No
2010-04-12;71;Retraité;Divorcé;Secondaire;No;3104;No;No;Fixe;271;1;187;1;Echec;No
2010-04-12;29;Etudiant;Marié;Tertiaire;No;10596;Yes;No;Portable;143;1;-1;0;;No
2010-04-12;25;Etudiant;Célibataire;Tertiaire;No;293;No;No;Portable;231;1;-1;0;;No
2010-04-12;62;Retraité;Marié;Secondaire;No;2917;No;No;Portable;147;1;188;1;Succes;No
2010-04-12;33;Technicien;Marié;Secondaire;No;5083;No;No;Portable;175;1;-1;0;;No
2010-04-12;35;Technicien;Marié;Secondaire;No;2201;No;No;Fixe;350;1;-1;0;;Yes
2010-04-12;29;Admin;Célibataire;Secondaire;No;1992;No;No;Portable;119;2;-1;0;;No
2010-04-12;35;Col bleu;Célibataire;;No;484;No;No;Portable;143;2;186;1;Echec;No
2010-04-12;31;Admin;Marié;Secondaire;No;1229;No;No;Portable;176;1;-1;0;;Yes
2010-04-12;56;Technicien;Marié;Secondaire;No;147;No;No;Portable;203;1;-1;0;;No
2010-04-12;25;Chomeur;Célibataire;Primaire;No;129;No;No;Portable;176;3;-1;0;;Yes
2010-04-13;80;Employé de ménage;Marié;Secondaire;No;499;No;No;Fixe;224;2;393;4;Echec;No
2010-04-13;62;Indépendant;Divorcé;Tertiaire;No;6;Yes;No;Portable;103;1;182;3;Succes;Yes
2010-04-13;49;Admin;Marié;Secondaire;No;197;Yes;No;Portable;223;1;182;2;Echec;Yes
2010-04-13;30;Manager;Célibataire;Tertiaire;No;3779;No;No;Portable;1093;1;-1;0;;Yes
2010-04-13;62;Manager;Marié;Tertiaire;No;0;No;No;Portable;113;3;182;3;Echec;No
2010-04-13;25;Col bleu;Célibataire;Secondaire;No;1857;Yes;No;Portable;295;4;187;6;Succes;Yes
2010-04-13;32;Manager;Célibataire;Tertiaire;No;2016;No;No;Portable;232;1;348;1;Succes;Yes
2010-04-13;36;Manager;Célibataire;Tertiaire;No;436;No;No;Portable;567;1;595;2;Echec;Yes
2010-04-13;40;Technicien;Marié;Tertiaire;No;11766;Yes;No;Portable;218;2;242;9;Echec;Yes
2010-04-13;38;Manager;Marié;Tertiaire;No;413;No;No;Portable;240;1;179;2;Echec;Yes
2010-04-13;35;Technicien;Célibataire;Tertiaire;No;670;No;No;Portable;278;4;182;2;Succes;Yes
2010-04-13;45;Col bleu;Célibataire;Primaire;No;116;No;No;;122;1;-1;0;;Yes
2010-04-13;123;Col bleu;Célibataire;Primaire;No;4599;No;;Fixe;120;6;-1;0;;No
2010-04-13;36;Manager;Célibataire;;No;62;No;No;Portable;398;2;-1;0;;Yes
2010-04-13;123;Etudiant;;Secondaire;No;107;No;;Portable;256;5;181;2;Succes;Yes
2010-04-14;38;Technicien;Marié;Secondaire;No;497;No;No;;173;1;-1;0;;Yes
2010-04-14;44;Services;Marié;Primaire;No;2557;Yes;No;Portable;250;1;181;8;Succes;Yes
2010-04-14;70;Retraité;Marié;Secondaire;No;1310;No;No;Portable;318;1;181;1;Echec;No
2010-04-14;35;Manager;Célibataire;Tertiaire;No;2646;No;No;Portable;133;8;183;2;Succes;Yes
2010-04-15;35;Indépendant;Marié;Tertiaire;No;1178;Yes;Yes;Portable;220;2;183;5;Echec;No
2010-04-15;75;Retraité;Marié;Secondaire;No;3771;No;No;Fixe;185;1;181;2;Succes;Yes
2010-04-15;26;Technicien;Célibataire;Tertiaire;No;1066;No;No;Portable;200;1;-1;0;;Yes
2010-04-15;51;Manager;Marié;Tertiaire;No;469;No;No;Portable;200;1;181;2;Succes;Yes
2010-04-15;59;Technicien;Marié;Secondaire;No;1;No;No;Portable;159;2;378;3;Echec;Yes
2010-04-15;30;Manager;Célibataire;Tertiaire;No;232;No;No;Portable;141;1;-1;0;;Yes
2010-04-15;36;Col bleu;Marié;Primaire;No;1177;No;No;Portable;330;1;311;4;Succes;Yes
2010-04-15;39;Technicien;Marié;Secondaire;No;603;No;Yes;Portable;214;1;-1;0;;Yes
2010-04-15;24;Manager;Célibataire;Tertiaire;No;736;Yes;No;Portable;442;2;246;2;Autre;Yes
2010-04-15;62;Retraité;Marié;Primaire;No;1515;Yes;No;Portable;98;4;178;3;Echec;No
2010-04-15;33;Etudiant;Célibataire;;No;2321;No;No;Portable;699;2;381;2;Echec;No
2010-04-15;22;Services;Célibataire;Secondaire;No;129;No;No;Portable;218;2;181;1;Succes;Yes
2010-04-16;36;Manager;Marié;Tertiaire;No;-115;Yes;No;Portable;297;4;182;2;Autre;Yes
2010-04-16;35;Manager;Divorcé;Tertiaire;No;649;No;No;Portable;177;1;-1;0;;No
2010-04-16;22;Manager;Célibataire;Tertiaire;No;104;No;Yes;Portable;330;3;-1;0;;Yes
2010-04-16;31;Col bleu;Célibataire;Secondaire;No;4;No;No;Portable;148;2;182;3;Autre;No
2010-04-17;21;Etudiant;Célibataire;Secondaire;No;546;No;No;;94;1;-1;0;;No
2010-04-19;34;Manager;Marié;Tertiaire;No;589;No;No;Portable;125;2;-1;0;;Yes
2010-04-19;35;Admin;Marié;Tertiaire;No;690;No;No;Portable;131;2;185;1;Echec;No
2010-04-19;34;Technicien;Célibataire;Secondaire;No;1313;No;No;Portable;237;4;-1;0;;No
2010-04-19;21;Etudiant;Célibataire;;No;330;No;No;Portable;232;3;364;2;Echec;No
2010-04-19;57;Retraité;Marié;Secondaire;No;3738;Yes;No;Portable;220;1;367;7;Succes;No
2010-04-19;22;Etudiant;Célibataire;Primaire;No;3472;No;No;Portable;529;1;181;4;Succes;Yes
2010-04-19;27;Services;Célibataire;Secondaire;No;453;No;No;Portable;142;2;-1;0;;Yes
2010-04-19;73;Retraité;Marié;Secondaire;No;2850;No;No;Portable;184;2;185;3;Echec;No
2010-04-19;57;Manager;Marié;Tertiaire;No;2845;Yes;No;Fixe;1143;5;-1;0;;Yes
2010-04-20;60;Entrepreuneur;Marié;Primaire;No;2408;No;No;Fixe;102;4;-1;0;;No
2010-04-20;30;Etudiant;Célibataire;Tertiaire;No;7529;No;No;Portable;175;6;183;1;Succes;Yes
2010-04-20;55;Chomeur;Divorcé;Secondaire;No;309;No;No;Portable;167;1;181;3;Succes;Yes
2010-04-20;36;Manager;Célibataire;Tertiaire;No;3669;No;No;Portable;166;1;376;1;Autre;No
2010-04-20;38;Col bleu;Divorcé;Secondaire;No;0;Yes;No;Fixe;162;1;181;5;Succes;Yes
2010-04-20;39;Col bleu;Célibataire;Secondaire;No;1672;Yes;No;Portable;462;1;648;1;Echec;Yes
2010-04-20;74;Retraité;Marié;Tertiaire;No;4912;No;No;Fixe;268;2;181;3;Echec;No
2010-04-20;38;Technicien;Célibataire;Secondaire;No;1711;No;No;Portable;379;3;202;1;Succes;Yes
2010-04-20;31;Admin;Divorcé;Secondaire;No;2980;No;No;Portable;930;4;292;2;Autre;No
2010-04-21;43;Indépendant;Marié;Tertiaire;No;3157;No;No;Portable;381;2;330;17;Autre;No
2010-04-21;24;Admin;Célibataire;Secondaire;No;1295;No;No;Portable;476;1;-1;0;;Yes
2010-04-21;30;Etudiant;Célibataire;Secondaire;No;2046;No;No;Fixe;595;3;254;1;Echec;Yes
2010-04-21;42;Employé de ménage;Divorcé;Primaire;No;273;No;No;Portable;354;1;-1;0;;No
2010-04-21;29;Col bleu;Célibataire;Tertiaire;No;455;No;No;Fixe;403;1;-1;0;;Yes
2010-04-21;25;Etudiant;Célibataire;;No;722;No;No;Fixe;623;2;-1;0;;Yes
2010-04-21;31;Employé de ménage;Célibataire;Primaire;No;26965;No;No;Portable;654;2;-1;0;;Yes
2010-04-21;52;Technicien;Marié;Secondaire;No;371;Yes;Yes;Portable;224;2;182;1;Succes;Yes
2010-04-22;58;Entrepreuneur;Marié;Secondaire;No;496;No;No;Portable;132;1;-1;0;;Yes
2010-04-22;123;Manager;Marié;Secondaire;No;335;No;No;Portable;234;1;-1;0;;No
2010-04-22;26;Manager;Célibataire;Tertiaire;No;194;No;No;Portable;407;2;-1;0;;Yes
2010-04-22;64;Retraité;Divorcé;Secondaire;No;4833;No;No;Portable;247;2;251;1;Echec;No
2010-04-22;62;Technicien;Marié;;No;635;No;No;Portable;292;4;247;1;Autre;No
2010-04-22;62;Manager;Marié;Tertiaire;No;997;No;No;Portable;554;1;304;2;Succes;Yes
2010-04-23;76;Retraité;Divorcé;Primaire;No;2693;No;No;Portable;109;5;184;2;Succes;No
2010-04-23;40;Technicien;Marié;Tertiaire;No;206;No;No;Portable;499;6;185;4;Succes;Yes
2010-04-23;76;Retraité;Marié;Secondaire;No;820;No;No;Fixe;263;4;-1;0;;Yes
2010-04-23;31;Admin;Célibataire;Secondaire;No;410;No;No;Portable;342;1;-1;0;;Yes
2010-04-23;61;Retraité;Marié;Secondaire;No;483;No;No;Portable;164;1;-1;0;;No
2010-04-23;42;Indépendant;Marié;Secondaire;No;1216;Yes;No;Portable;296;1;521;1;Echec;Yes
2010-04-23;43;Technicien;Célibataire;;No;11115;No;No;Portable;291;1;182;3;Succes;Yes
2010-04-23;73;Retraité;Marié;Primaire;No;796;No;No;Portable;888;1;182;3;Succes;Yes
2010-04-23;41;Manager;Divorcé;Tertiaire;No;5037;No;No;Portable;252;9;185;5;Autre;Yes
2010-04-23;31;Admin;Célibataire;Secondaire;No;81;Yes;No;Portable;215;2;165;11;Autre;No
2010-04-23;77;Manager;Marié;;No;1780;Yes;No;Portable;361;2;182;5;Succes;Yes
2010-04-26;46;Admin;Divorcé;Primaire;No;429;Yes;No;Portable;465;2;369;2;Succes;Yes
2010-04-26;80;Retraité;Divorcé;Primaire;No;5861;No;No;Fixe;92;8;-1;0;;No
2010-04-26;35;Technicien;Marié;Secondaire;No;2779;No;No;Portable;182;2;186;2;Succes;Yes
2010-04-26;36;Manager;Marié;Tertiaire;No;2183;Yes;No;Portable;116;2;-1;0;;No
2010-04-26;31;Manager;Marié;Tertiaire;No;3160;Yes;No;Portable;688;2;-1;0;;Yes
2010-04-26;41;Technicien;Célibataire;Tertiaire;No;431;No;No;Portable;128;2;186;3;Succes;No
2010-04-26;26;Manager;Célibataire;Tertiaire;No;222;No;No;Portable;192;1;334;1;Echec;Yes
2010-04-26;46;Col bleu;Marié;Secondaire;No;1723;No;No;Portable;102;3;192;4;Autre;No
2010-04-26;45;Col bleu;Célibataire;Secondaire;No;0;Yes;No;Portable;1472;1;192;4;Echec;Yes
2010-04-26;123;Employé de ménage;;Primaire;No;182;No;;Portable;166;5;181;5;Echec;No
2010-04-26;41;Admin;Divorcé;Secondaire;No;3823;No;No;Portable;234;10;-1;0;;No
2010-04-26;29;Manager;Célibataire;Tertiaire;No;1445;No;No;Portable;328;2;143;2;Succes;Yes
2010-04-26;70;Retraité;Marié;Secondaire;No;2815;No;No;Portable;125;2;182;1;Echec;No
2010-04-26;30;Technicien;Célibataire;Tertiaire;No;655;No;No;Portable;212;1;202;2;Succes;Yes
2010-04-26;34;Manager;Marié;Tertiaire;No;115;Yes;No;Portable;117;3;-1;0;;No
2010-04-26;35;Technicien;Marié;Tertiaire;No;0;Yes;Yes;Portable;135;3;363;2;Echec;No
2010-04-26;26;Chomeur;Célibataire;Tertiaire;No;77;No;No;Portable;175;1;-1;0;;Yes
2010-04-26;32;Admin;Célibataire;Secondaire;No;154;Yes;No;Portable;135;1;521;2;Echec;No
2010-04-26;34;Admin;Célibataire;Secondaire;No;607;No;No;Portable;449;1;326;3;Autre;No
2010-04-27;77;Retraité;Marié;;No;992;No;No;Portable;147;2;182;2;Echec;No
2010-04-27;63;Col bleu;Marié;Primaire;No;115;No;No;Fixe;325;1;180;7;Echec;Yes
2010-04-27;31;Manager;Célibataire;Tertiaire;No;725;Yes;No;Portable;345;1;452;1;Autre;No
2010-04-27;68;Retraité;Marié;Primaire;No;7945;No;No;Portable;252;1;181;1;Echec;No
2010-04-27;61;Employé de ménage;Marié;Primaire;No;848;No;No;Portable;605;1;187;1;Autre;No
2010-04-27;37;Chomeur;Célibataire;Secondaire;No;2722;No;No;Fixe;426;2;179;3;Autre;Yes
2010-04-27;26;Manager;Célibataire;Tertiaire;No;1438;No;No;Portable;321;1;449;1;Autre;Yes
2010-04-27;37;Admin;Marié;Tertiaire;No;103;Yes;Yes;Portable;81;3;-1;0;;No
2010-04-27;54;Admin;Marié;;No;140;No;No;Fixe;473;2;182;2;Echec;Yes
2010-04-27;30;Admin;Célibataire;Secondaire;No;915;Yes;No;;370;1;-1;0;;Yes
2010-04-27;61;Retraité;Marié;Secondaire;No;1058;No;No;Portable;159;3;-1;0;;Yes
2010-04-27;37;Admin;Marié;Secondaire;No;55;Yes;Yes;Portable;99;1;329;4;Autre;No
2010-04-27;70;Retraité;Marié;Secondaire;No;616;No;No;Portable;149;2;182;1;Echec;No
2010-04-28;69;Retraité;Marié;Secondaire;No;0;No;No;Portable;184;2;126;2;Autre;Yes
2010-04-28;76;Indépendant;Marié;;No;4984;No;No;Fixe;403;1;182;1;Succes;Yes
2010-04-28;30;Manager;Célibataire;Tertiaire;No;697;No;No;Portable;545;2;181;8;Succes;Yes
2010-04-28;66;Retraité;Marié;Primaire;No;1004;No;No;Portable;154;1;182;1;Succes;No
2010-04-28;64;Retraité;Marié;Secondaire;No;4787;No;No;Portable;392;1;182;1;Succes;Yes
2010-04-28;55;Employé de ménage;Marié;Secondaire;No;962;Yes;No;Portable;623;1;181;3;Succes;Yes
2010-04-28;55;Technicien;Marié;Tertiaire;No;1320;No;No;Portable;387;2;-1;0;;Yes
2010-04-29;32;Admin;Marié;Tertiaire;No;284;Yes;No;Portable;717;3;-1;0;;Yes
2010-04-29;56;Manager;Célibataire;Tertiaire;No;15311;No;No;Portable;157;6;-1;0;;No
2010-04-29;39;Manager;Célibataire;Tertiaire;No;5047;No;No;Portable;218;4;-1;0;;Yes
2010-04-29;29;Manager;Célibataire;Tertiaire;No;2955;No;No;Portable;226;2;-1;0;;Yes
2010-04-29;41;Chomeur;Marié;Tertiaire;No;0;No;No;Portable;882;1;181;3;Succes;Yes
2010-04-29;79;Retraité;Divorcé;Primaire;No;20;No;No;Portable;165;2;182;1;Autre;No
2010-04-29;59;Manager;Marié;Tertiaire;No;1;Yes;No;Portable;210;1;-1;0;;Yes
2010-04-29;56;Technicien;Marié;Secondaire;No;0;Yes;Yes;Portable;152;1;223;3;Autre;No
2010-04-29;63;Retraité;Marié;Primaire;No;12067;No;No;Fixe;660;1;191;1;Echec;Yes
2010-04-29;49;Technicien;Célibataire;Secondaire;No;1245;No;No;Portable;115;2;198;2;Echec;No
2010-04-29;45;Admin;Marié;Secondaire;No;3006;No;No;Portable;388;2;-1;0;;Yes
2010-04-29;123;Admin;;Secondaire;No;2533;No;;Portable;714;2;633;1;Echec;No
2010-04-29;32;Technicien;Célibataire;Tertiaire;No;388;No;No;Portable;250;3;-1;0;;Yes
2010-04-29;33;Manager;Célibataire;Tertiaire;No;952;Yes;No;Portable;1241;5;-1;0;;Yes
2010-04-29;28;Technicien;Célibataire;Secondaire;No;631;No;No;Portable;835;7;-1;0;;No
2010-04-29;41;Indépendant;Marié;Tertiaire;No;0;Yes;No;Fixe;395;3;426;1;Autre;Yes
2010-04-29;25;Etudiant;Célibataire;Secondaire;No;108;No;No;Portable;305;3;-1;0;;Yes
2010-04-29;47;Admin;Marié;Secondaire;No;707;Yes;No;Portable;152;3;-1;0;;No
2010-04-29;37;Manager;Marié;Secondaire;No;565;No;No;Portable;449;1;398;1;Succes;Yes
2010-04-30;19;Etudiant;Célibataire;Secondaire;No;329;No;No;Portable;169;1;190;2;Succes;Yes
2010-04-30;32;Manager;Marié;Tertiaire;No;6138;No;No;Portable;211;2;196;7;Succes;No
2010-04-30;61;Retraité;Divorcé;Secondaire;No;4243;No;No;Portable;315;1;182;2;Succes;Yes
2010-04-30;40;Chomeur;Célibataire;Tertiaire;No;72;No;No;Portable;463;1;-1;0;;Yes
2010-04-30;30;Manager;Marié;Tertiaire;No;4328;No;No;Portable;262;3;189;11;Autre;Yes
2010-04-30;37;Services;Marié;Secondaire;No;4017;No;No;Portable;665;2;196;1;Succes;Yes
2010-04-30;45;Chomeur;Marié;Secondaire;No;7203;No;No;Portable;572;2;-1;0;;No
2010-04-30;35;Admin;Célibataire;Tertiaire;No;364;No;Yes;Portable;148;1;-1;0;;No
2010-04-30;54;Technicien;Marié;Tertiaire;No;395;No;No;Portable;183;1;183;2;Succes;Yes
2010-04-30;49;Admin;Marié;Secondaire;No;0;No;No;Portable;551;1;-1;0;;Yes
2010-05-04;60;Technicien;Marié;Secondaire;No;2389;Yes;Yes;Portable;287;1;-1;0;;No
2010-05-04;45;Admin;Marié;Secondaire;No;205;No;No;Portable;552;1;90;2;Succes;Yes
2010-05-04;38;Manager;Marié;Tertiaire;No;238;No;No;Portable;131;1;90;2;Succes;No
2010-05-04;48;Col bleu;Marié;Secondaire;No;1730;Yes;No;Portable;361;1;89;3;Succes;Yes
2010-05-04;48;Manager;Marié;Tertiaire;No;0;Yes;No;Portable;85;1;61;5;Echec;No
2010-05-04;60;Col bleu;Marié;Primaire;No;5;No;No;Portable;494;1;95;2;Succes;Yes
2010-05-04;34;Chomeur;Célibataire;Secondaire;No;1965;No;No;Fixe;714;1;-1;0;;Yes
2010-05-04;45;Employé de ménage;Marié;Secondaire;No;360;No;No;Portable;113;1;182;1;Succes;No
2010-05-04;50;Technicien;Marié;Secondaire;No;402;No;No;Portable;165;1;180;2;Echec;No
2010-05-04;29;Employé de ménage;Célibataire;Tertiaire;No;19;No;No;Portable;268;1;88;4;Succes;Yes
2010-05-04;77;Retraité;Marié;Tertiaire;No;7802;No;No;Fixe;421;1;92;2;Succes;Yes
2010-05-04;33;Services;Marié;Secondaire;No;1697;No;No;Portable;489;1;182;1;Succes;Yes
2010-05-04;36;Chomeur;Marié;Tertiaire;No;7222;Yes;No;Portable;104;1;181;5;Echec;No
2010-05-04;51;Manager;Célibataire;Tertiaire;No;4305;Yes;No;Portable;126;1;-1;0;;No
2010-05-04;35;Chomeur;Célibataire;Tertiaire;No;415;No;No;Portable;164;2;89;2;Succes;Yes
2010-05-04;64;Manager;Marié;;No;2352;No;No;Portable;153;2;182;11;Succes;Yes
2010-05-04;80;Retraité;Marié;Primaire;No;155;No;No;Fixe;209;1;53;3;Succes;Yes
2010-05-04;34;Indépendant;Marié;Tertiaire;No;263;No;No;Portable;203;1;78;8;Autre;No
2010-05-04;70;Retraité;Marié;Primaire;No;4982;No;No;Portable;794;2;-1;0;;No
2010-05-04;29;Admin;Célibataire;Secondaire;No;3528;No;No;Portable;104;1;208;1;Succes;No
2010-05-05;26;Technicien;Célibataire;Tertiaire;No;401;No;No;Portable;188;2;-1;0;;Yes
2010-05-05;32;Admin;Marié;Tertiaire;No;390;Yes;Yes;Portable;100;1;243;1;Autre;No
2010-05-05;33;Admin;Marié;Tertiaire;No;79;Yes;No;Portable;389;1;195;4;Succes;Yes
2010-05-05;37;Manager;Marié;Secondaire;No;565;No;No;Portable;329;1;6;2;Succes;No
2010-05-05;30;Manager;Marié;Tertiaire;No;451;No;No;Portable;173;1;274;3;Echec;No
2010-05-05;41;Technicien;Célibataire;Tertiaire;No;1646;Yes;No;Portable;258;1;90;7;Succes;Yes
2010-05-05;123;Manager;;Tertiaire;No;437;No;;Portable;338;1;-1;0;;Yes
2010-05-05;74;Retraité;Marié;Secondaire;No;935;No;No;Portable;226;1;99;2;Echec;Yes
2010-05-05;33;Col bleu;Célibataire;Secondaire;No;228;No;No;Fixe;110;1;89;4;Echec;No
2010-05-05;29;Etudiant;Célibataire;;No;2929;No;No;Portable;232;1;89;4;Autre;Yes
2010-05-05;26;Etudiant;Célibataire;Secondaire;No;440;No;No;;54;1;-1;0;;No
2010-05-05;72;Retraité;Marié;Primaire;No;2304;No;No;Fixe;510;4;-1;0;;Yes
2010-05-05;27;Manager;Célibataire;Secondaire;No;145;Yes;No;Portable;121;4;89;3;Echec;No
2010-05-05;18;Etudiant;Célibataire;;No;348;No;No;Portable;443;4;-1;0;;Yes
2010-05-06;54;Employé de ménage;Marié;Secondaire;No;1182;Yes;No;Portable;118;2;241;2;Echec;No
2010-05-06;53;Retraité;Marié;Secondaire;No;4968;No;No;Portable;109;1;87;2;Echec;No
2010-05-06;46;Col bleu;Marié;Secondaire;No;640;Yes;No;Portable;246;1;55;5;Succes;Yes
2010-05-06;37;Technicien;Marié;Tertiaire;No;88;No;No;Portable;195;1;90;3;Autre;Yes
2010-05-06;67;Retraité;Divorcé;Secondaire;No;704;No;No;Portable;613;1;87;3;Succes;Yes
2010-05-06;47;Admin;Marié;Tertiaire;No;97;Yes;No;Portable;220;1;87;3;Echec;No
2010-05-06;56;Manager;Divorcé;Tertiaire;No;2037;No;No;Portable;160;1;91;5;Succes;No
2010-05-06;60;Employé de ménage;Marié;Primaire;No;182;No;No;Portable;141;1;10;10;Echec;No
2010-05-06;34;Col bleu;Marié;Secondaire;No;1221;Yes;No;Portable;182;1;90;8;Echec;No
2010-05-06;36;Admin;Célibataire;Tertiaire;No;994;No;No;Portable;211;1;90;6;Succes;Yes
2010-05-06;123;Col bleu;Célibataire;Secondaire;No;7622;Yes;Yes;Fixe;111;1;-1;0;;No
2010-05-06;37;Manager;Marié;Tertiaire;No;2283;No;No;Portable;243;2;98;2;Echec;Yes
2010-05-07;37;Technicien;Marié;Tertiaire;No;4596;Yes;No;Portable;218;2;211;4;Succes;No
2010-05-07;32;Technicien;Marié;Secondaire;No;473;No;Yes;Portable;292;3;-1;0;;Yes
2010-05-07;51;Technicien;Marié;Tertiaire;No;0;No;No;Portable;662;2;66;2;Succes;Yes
2010-05-07;77;;Marié;;No;397;No;No;Fixe;300;3;-1;0;;Yes
2010-05-07;83;Retraité;Marié;Secondaire;No;0;No;No;Fixe;201;2;268;2;Echec;No
2010-05-07;35;Manager;Marié;Tertiaire;No;62;No;No;Portable;226;2;88;4;Succes;Yes
2010-05-07;47;Col bleu;Marié;Tertiaire;No;3745;No;No;Portable;113;1;200;1;Echec;No
2010-05-07;42;Admin;Marié;;No;756;No;No;Portable;116;3;-1;0;;No
2010-05-07;53;Manager;Marié;Tertiaire;No;3634;No;No;Portable;211;4;88;8;Succes;Yes
2010-05-10;47;Manager;Marié;Secondaire;No;834;No;No;;165;1;-1;0;;No
2010-05-10;58;Col bleu;Marié;Primaire;No;226;Yes;Yes;Portable;135;3;-1;0;;No
2010-05-10;32;Technicien;Marié;Tertiaire;No;2976;Yes;No;Portable;269;5;94;6;Succes;No
